target_timestamp,t-9_global_x,t-9_global_y,t-9_global_z,t-9_velocity_x,t-9_velocity_y,t-9_velocity_z,t-9_steer,t-9_acceleration_x,t-9_acceleration_y,t-9_acceleration_z,t-8_global_x,t-8_global_y,t-8_global_z,t-8_velocity_x,t-8_velocity_y,t-8_velocity_z,t-8_steer,t-8_acceleration_x,t-8_acceleration_y,t-8_acceleration_z,t-7_global_x,t-7_global_y,t-7_global_z,t-7_velocity_x,t-7_velocity_y,t-7_velocity_z,t-7_steer,t-7_acceleration_x,t-7_acceleration_y,t-7_acceleration_z,t-6_global_x,t-6_global_y,t-6_global_z,t-6_velocity_x,t-6_velocity_y,t-6_velocity_z,t-6_steer,t-6_acceleration_x,t-6_acceleration_y,t-6_acceleration_z,t-5_global_x,t-5_global_y,t-5_global_z,t-5_velocity_x,t-5_velocity_y,t-5_velocity_z,t-5_steer,t-5_acceleration_x,t-5_acceleration_y,t-5_acceleration_z,t-4_global_x,t-4_global_y,t-4_global_z,t-4_velocity_x,t-4_velocity_y,t-4_velocity_z,t-4_steer,t-4_acceleration_x,t-4_acceleration_y,t-4_acceleration_z,t-3_global_x,t-3_global_y,t-3_global_z,t-3_velocity_x,t-3_velocity_y,t-3_velocity_z,t-3_steer,t-3_acceleration_x,t-3_acceleration_y,t-3_acceleration_z,t-2_global_x,t-2_global_y,t-2_global_z,t-2_velocity_x,t-2_velocity_y,t-2_velocity_z,t-2_steer,t-2_acceleration_x,t-2_acceleration_y,t-2_acceleration_z,t-1_global_x,t-1_global_y,t-1_global_z,t-1_velocity_x,t-1_velocity_y,t-1_velocity_z,t-1_steer,t-1_acceleration_x,t-1_acceleration_y,t-1_acceleration_z,target_acceleration_x,target_acceleration_y,target_acceleration_z,target_steer
1764596503.244971,30.753326416015625,-227.3348846435547,1.7457144260406494,4.941179275512695,5.548444271087647,0.5820688605308533,0.1248099505901336,-1.048967361450195,1.6906859874725342,-0.0982537120580673,31.74761962890625,-226.21485900878903,1.8708709478378296,4.7713117599487305,5.719667911529541,0.6160518527030945,0.2271007150411605,-3.26583194732666,1.823541760444641,0.2185299098491668,32.652347564697266,-225.0498962402344,1.997557997703552,4.338029861450195,5.98867130279541,0.6014126539230347,0.0963461250066757,-1.1060985326766968,0.5662145614624023,-1.283941388130188,33.51740264892578,-223.8075714111328,2.1228461265563965,3.855244874954224,6.274185657501221,0.6595109701156616,0.1339323967695236,-1.6297565698623655,0.4603065848350525,0.396355390548706,34.23625564575195,-222.6420440673828,2.239274263381958,3.741724729537964,6.4088640213012695,0.6524302363395691,0.0758960843086242,-0.995869755744934,1.266258955001831,0.3285208344459533,34.99850845336914,-221.22906494140625,2.3730547428131104,3.220780372619629,6.660252571105957,0.6304766535758972,0.1046791076660156,-1.4645953178405762,0.1645636409521103,-0.4548263251781463,35.58585357666016,-219.99974060058597,2.488236427307129,2.830309629440308,6.815349578857422,0.6293443441390991,0.1846585869789123,-5.331440448760986,1.8067026138305664,-1.1804131269454956,36.16786956787109,-218.5430450439453,2.6174092292785645,2.548622131347656,6.960540771484375,0.619989275932312,0.0863950625061988,-1.1716238260269165,0.0654932931065559,-0.3961755931377411,36.61849594116211,-217.2300720214844,2.737785577774048,1.9602819681167605,7.114956378936768,0.6328648328781128,0.1590579152107238,-2.966522216796875,1.1918072700500488,-0.1680382639169693,-1.5656893253326416,0.0699487254023552,0.5509788393974304,0.0870051011443138
1764596503.445304,31.74761962890625,-226.21485900878903,1.8708709478378296,4.7713117599487305,5.719667911529541,0.6160518527030945,0.2271007150411605,-3.26583194732666,1.823541760444641,0.2185299098491668,32.652347564697266,-225.0498962402344,1.997557997703552,4.338029861450195,5.98867130279541,0.6014126539230347,0.0963461250066757,-1.1060985326766968,0.5662145614624023,-1.283941388130188,33.51740264892578,-223.8075714111328,2.1228461265563965,3.855244874954224,6.274185657501221,0.6595109701156616,0.1339323967695236,-1.6297565698623655,0.4603065848350525,0.396355390548706,34.23625564575195,-222.6420440673828,2.239274263381958,3.741724729537964,6.4088640213012695,0.6524302363395691,0.0758960843086242,-0.995869755744934,1.266258955001831,0.3285208344459533,34.99850845336914,-221.22906494140625,2.3730547428131104,3.220780372619629,6.660252571105957,0.6304766535758972,0.1046791076660156,-1.4645953178405762,0.1645636409521103,-0.4548263251781463,35.58585357666016,-219.99974060058597,2.488236427307129,2.830309629440308,6.815349578857422,0.6293443441390991,0.1846585869789123,-5.331440448760986,1.8067026138305664,-1.1804131269454956,36.16786956787109,-218.5430450439453,2.6174092292785645,2.548622131347656,6.960540771484375,0.619989275932312,0.0863950625061988,-1.1716238260269165,0.0654932931065559,-0.3961755931377411,36.61849594116211,-217.2300720214844,2.737785577774048,1.9602819681167605,7.114956378936768,0.6328648328781128,0.1590579152107238,-2.966522216796875,1.1918072700500488,-0.1680382639169693,37.038272857666016,-215.6851348876953,2.869227886199951,1.7298673391342163,7.20461893081665,0.6551626920700073,0.0870051011443138,-1.5656893253326416,0.0699487254023552,0.5509788393974304,-0.9045045971870422,-0.41444793343544,0.2151047438383102,0.0493979901075363
1764596503.854929,32.652347564697266,-225.0498962402344,1.997557997703552,4.338029861450195,5.98867130279541,0.6014126539230347,0.0963461250066757,-1.1060985326766968,0.5662145614624023,-1.283941388130188,33.51740264892578,-223.8075714111328,2.1228461265563965,3.855244874954224,6.274185657501221,0.6595109701156616,0.1339323967695236,-1.6297565698623655,0.4603065848350525,0.396355390548706,34.23625564575195,-222.6420440673828,2.239274263381958,3.741724729537964,6.4088640213012695,0.6524302363395691,0.0758960843086242,-0.995869755744934,1.266258955001831,0.3285208344459533,34.99850845336914,-221.22906494140625,2.3730547428131104,3.220780372619629,6.660252571105957,0.6304766535758972,0.1046791076660156,-1.4645953178405762,0.1645636409521103,-0.4548263251781463,35.58585357666016,-219.99974060058597,2.488236427307129,2.830309629440308,6.815349578857422,0.6293443441390991,0.1846585869789123,-5.331440448760986,1.8067026138305664,-1.1804131269454956,36.16786956787109,-218.5430450439453,2.6174092292785645,2.548622131347656,6.960540771484375,0.619989275932312,0.0863950625061988,-1.1716238260269165,0.0654932931065559,-0.3961755931377411,36.61849594116211,-217.2300720214844,2.737785577774048,1.9602819681167605,7.114956378936768,0.6328648328781128,0.1590579152107238,-2.966522216796875,1.1918072700500488,-0.1680382639169693,37.038272857666016,-215.6851348876953,2.869227886199951,1.7298673391342163,7.20461893081665,0.6551626920700073,0.0870051011443138,-1.5656893253326416,0.0699487254023552,0.5509788393974304,37.3758430480957,-214.27870178222656,2.990952730178833,1.611683964729309,7.234990119934082,0.6102972626686096,0.0493979901075363,-0.9045045971870422,-0.41444793343544,0.2151047438383102,-0.5044587254524231,-0.2312340587377548,-0.0083781145513057,0.0340612530708313
1764596504.0552454,33.51740264892578,-223.8075714111328,2.1228461265563965,3.855244874954224,6.274185657501221,0.6595109701156616,0.1339323967695236,-1.6297565698623655,0.4603065848350525,0.396355390548706,34.23625564575195,-222.6420440673828,2.239274263381958,3.741724729537964,6.4088640213012695,0.6524302363395691,0.0758960843086242,-0.995869755744934,1.266258955001831,0.3285208344459533,34.99850845336914,-221.22906494140625,2.3730547428131104,3.220780372619629,6.660252571105957,0.6304766535758972,0.1046791076660156,-1.4645953178405762,0.1645636409521103,-0.4548263251781463,35.58585357666016,-219.99974060058597,2.488236427307129,2.830309629440308,6.815349578857422,0.6293443441390991,0.1846585869789123,-5.331440448760986,1.8067026138305664,-1.1804131269454956,36.16786956787109,-218.5430450439453,2.6174092292785645,2.548622131347656,6.960540771484375,0.619989275932312,0.0863950625061988,-1.1716238260269165,0.0654932931065559,-0.3961755931377411,36.61849594116211,-217.2300720214844,2.737785577774048,1.9602819681167605,7.114956378936768,0.6328648328781128,0.1590579152107238,-2.966522216796875,1.1918072700500488,-0.1680382639169693,37.038272857666016,-215.6851348876953,2.869227886199951,1.7298673391342163,7.20461893081665,0.6551626920700073,0.0870051011443138,-1.5656893253326416,0.0699487254023552,0.5509788393974304,37.3758430480957,-214.27870178222656,2.990952730178833,1.611683964729309,7.234990119934082,0.6102972626686096,0.0493979901075363,-0.9045045971870422,-0.41444793343544,0.2151047438383102,37.97366714477539,-211.27854919433597,3.2358715534210205,1.2610936164855957,7.301161289215088,0.5852106213569641,0.0340612530708313,-0.5044587254524231,-0.2312340587377548,-0.0083781145513057,-0.3045598268508911,-0.3726590871810913,-0.0922300070524215,0.0197631008923053
1764596504.261596,34.23625564575195,-222.6420440673828,2.239274263381958,3.741724729537964,6.4088640213012695,0.6524302363395691,0.0758960843086242,-0.995869755744934,1.266258955001831,0.3285208344459533,34.99850845336914,-221.22906494140625,2.3730547428131104,3.220780372619629,6.660252571105957,0.6304766535758972,0.1046791076660156,-1.4645953178405762,0.1645636409521103,-0.4548263251781463,35.58585357666016,-219.99974060058597,2.488236427307129,2.830309629440308,6.815349578857422,0.6293443441390991,0.1846585869789123,-5.331440448760986,1.8067026138305664,-1.1804131269454956,36.16786956787109,-218.5430450439453,2.6174092292785645,2.548622131347656,6.960540771484375,0.619989275932312,0.0863950625061988,-1.1716238260269165,0.0654932931065559,-0.3961755931377411,36.61849594116211,-217.2300720214844,2.737785577774048,1.9602819681167605,7.114956378936768,0.6328648328781128,0.1590579152107238,-2.966522216796875,1.1918072700500488,-0.1680382639169693,37.038272857666016,-215.6851348876953,2.869227886199951,1.7298673391342163,7.20461893081665,0.6551626920700073,0.0870051011443138,-1.5656893253326416,0.0699487254023552,0.5509788393974304,37.3758430480957,-214.27870178222656,2.990952730178833,1.611683964729309,7.234990119934082,0.6102972626686096,0.0493979901075363,-0.9045045971870422,-0.41444793343544,0.2151047438383102,37.97366714477539,-211.27854919433597,3.2358715534210205,1.2610936164855957,7.301161289215088,0.5852106213569641,0.0340612530708313,-0.5044587254524231,-0.2312340587377548,-0.0083781145513057,38.21988296508789,-209.85382080078125,3.3490569591522217,1.2170745134353638,7.34513521194458,0.5792229175567627,0.0197631008923053,-0.3045598268508911,-0.3726590871810913,-0.0922300070524215,-0.615084171295166,0.4921817481517792,-0.0282573979347944,0.0425256751477718
1764596504.461928,34.99850845336914,-221.22906494140625,2.3730547428131104,3.220780372619629,6.660252571105957,0.6304766535758972,0.1046791076660156,-1.4645953178405762,0.1645636409521103,-0.4548263251781463,35.58585357666016,-219.99974060058597,2.488236427307129,2.830309629440308,6.815349578857422,0.6293443441390991,0.1846585869789123,-5.331440448760986,1.8067026138305664,-1.1804131269454956,36.16786956787109,-218.5430450439453,2.6174092292785645,2.548622131347656,6.960540771484375,0.619989275932312,0.0863950625061988,-1.1716238260269165,0.0654932931065559,-0.3961755931377411,36.61849594116211,-217.2300720214844,2.737785577774048,1.9602819681167605,7.114956378936768,0.6328648328781128,0.1590579152107238,-2.966522216796875,1.1918072700500488,-0.1680382639169693,37.038272857666016,-215.6851348876953,2.869227886199951,1.7298673391342163,7.20461893081665,0.6551626920700073,0.0870051011443138,-1.5656893253326416,0.0699487254023552,0.5509788393974304,37.3758430480957,-214.27870178222656,2.990952730178833,1.611683964729309,7.234990119934082,0.6102972626686096,0.0493979901075363,-0.9045045971870422,-0.41444793343544,0.2151047438383102,37.97366714477539,-211.27854919433597,3.2358715534210205,1.2610936164855957,7.301161289215088,0.5852106213569641,0.0340612530708313,-0.5044587254524231,-0.2312340587377548,-0.0083781145513057,38.21988296508789,-209.85382080078125,3.3490569591522217,1.2170745134353638,7.34513521194458,0.5792229175567627,0.0197631008923053,-0.3045598268508911,-0.3726590871810913,-0.0922300070524215,38.475711822509766,-208.25526428222656,3.476717233657837,1.0171351432800293,7.347214698791504,0.5870512127876282,0.0425256751477718,-0.615084171295166,0.4921817481517792,-0.0282573979347944,-0.3149382174015045,0.629507839679718,0.0016003943746909,0.0172246154397726
1764596504.6622913,35.58585357666016,-219.99974060058597,2.488236427307129,2.830309629440308,6.815349578857422,0.6293443441390991,0.1846585869789123,-5.331440448760986,1.8067026138305664,-1.1804131269454956,36.16786956787109,-218.5430450439453,2.6174092292785645,2.548622131347656,6.960540771484375,0.619989275932312,0.0863950625061988,-1.1716238260269165,0.0654932931065559,-0.3961755931377411,36.61849594116211,-217.2300720214844,2.737785577774048,1.9602819681167605,7.114956378936768,0.6328648328781128,0.1590579152107238,-2.966522216796875,1.1918072700500488,-0.1680382639169693,37.038272857666016,-215.6851348876953,2.869227886199951,1.7298673391342163,7.20461893081665,0.6551626920700073,0.0870051011443138,-1.5656893253326416,0.0699487254023552,0.5509788393974304,37.3758430480957,-214.27870178222656,2.990952730178833,1.611683964729309,7.234990119934082,0.6102972626686096,0.0493979901075363,-0.9045045971870422,-0.41444793343544,0.2151047438383102,37.97366714477539,-211.27854919433597,3.2358715534210205,1.2610936164855957,7.301161289215088,0.5852106213569641,0.0340612530708313,-0.5044587254524231,-0.2312340587377548,-0.0083781145513057,38.21988296508789,-209.85382080078125,3.3490569591522217,1.2170745134353638,7.34513521194458,0.5792229175567627,0.0197631008923053,-0.3045598268508911,-0.3726590871810913,-0.0922300070524215,38.475711822509766,-208.25526428222656,3.476717233657837,1.0171351432800293,7.347214698791504,0.5870512127876282,0.0425256751477718,-0.615084171295166,0.4921817481517792,-0.0282573979347944,38.687294006347656,-206.80665588378903,3.592168092727661,1.027947187423706,7.333141326904297,0.5829593539237976,0.0172246154397726,-0.3149382174015045,0.629507839679718,0.0016003943746909,-0.1831129193305969,-0.307736337184906,-0.0157077834010124,0.009402647614479
1764596504.8663266,36.16786956787109,-218.5430450439453,2.6174092292785645,2.548622131347656,6.960540771484375,0.619989275932312,0.0863950625061988,-1.1716238260269165,0.0654932931065559,-0.3961755931377411,36.61849594116211,-217.2300720214844,2.737785577774048,1.9602819681167605,7.114956378936768,0.6328648328781128,0.1590579152107238,-2.966522216796875,1.1918072700500488,-0.1680382639169693,37.038272857666016,-215.6851348876953,2.869227886199951,1.7298673391342163,7.20461893081665,0.6551626920700073,0.0870051011443138,-1.5656893253326416,0.0699487254023552,0.5509788393974304,37.3758430480957,-214.27870178222656,2.990952730178833,1.611683964729309,7.234990119934082,0.6102972626686096,0.0493979901075363,-0.9045045971870422,-0.41444793343544,0.2151047438383102,37.97366714477539,-211.27854919433597,3.2358715534210205,1.2610936164855957,7.301161289215088,0.5852106213569641,0.0340612530708313,-0.5044587254524231,-0.2312340587377548,-0.0083781145513057,38.21988296508789,-209.85382080078125,3.3490569591522217,1.2170745134353638,7.34513521194458,0.5792229175567627,0.0197631008923053,-0.3045598268508911,-0.3726590871810913,-0.0922300070524215,38.475711822509766,-208.25526428222656,3.476717233657837,1.0171351432800293,7.347214698791504,0.5870512127876282,0.0425256751477718,-0.615084171295166,0.4921817481517792,-0.0282573979347944,38.687294006347656,-206.80665588378903,3.592168092727661,1.027947187423706,7.333141326904297,0.5829593539237976,0.0172246154397726,-0.3149382174015045,0.629507839679718,0.0016003943746909,38.88153076171875,-205.4269256591797,3.701674222946167,1.0113219022750854,7.347261905670166,0.5800650119781494,0.009402647614479,-0.1831129193305969,-0.307736337184906,-0.0157077834010124,-2.7089498043060303,0.6982637047767639,0.0421544723212718,0.1105642914772033
1764596505.066513,36.61849594116211,-217.2300720214844,2.737785577774048,1.9602819681167605,7.114956378936768,0.6328648328781128,0.1590579152107238,-2.966522216796875,1.1918072700500488,-0.1680382639169693,37.038272857666016,-215.6851348876953,2.869227886199951,1.7298673391342163,7.20461893081665,0.6551626920700073,0.0870051011443138,-1.5656893253326416,0.0699487254023552,0.5509788393974304,37.3758430480957,-214.27870178222656,2.990952730178833,1.611683964729309,7.234990119934082,0.6102972626686096,0.0493979901075363,-0.9045045971870422,-0.41444793343544,0.2151047438383102,37.97366714477539,-211.27854919433597,3.2358715534210205,1.2610936164855957,7.301161289215088,0.5852106213569641,0.0340612530708313,-0.5044587254524231,-0.2312340587377548,-0.0083781145513057,38.21988296508789,-209.85382080078125,3.3490569591522217,1.2170745134353638,7.34513521194458,0.5792229175567627,0.0197631008923053,-0.3045598268508911,-0.3726590871810913,-0.0922300070524215,38.475711822509766,-208.25526428222656,3.476717233657837,1.0171351432800293,7.347214698791504,0.5870512127876282,0.0425256751477718,-0.615084171295166,0.4921817481517792,-0.0282573979347944,38.687294006347656,-206.80665588378903,3.592168092727661,1.027947187423706,7.333141326904297,0.5829593539237976,0.0172246154397726,-0.3149382174015045,0.629507839679718,0.0016003943746909,38.88153076171875,-205.4269256591797,3.701674222946167,1.0113219022750854,7.347261905670166,0.5800650119781494,0.009402647614479,-0.1831129193305969,-0.307736337184906,-0.0157077834010124,39.10300827026367,-203.81146240234372,3.830088376998901,0.9322468638420104,7.371677875518799,0.5901527404785156,0.1105642914772033,-2.7089498043060303,0.6982637047767639,0.0421544723212718,-0.1172888129949569,0.7262324094772339,0.015518644824624,0.0079337749630212
1764596505.266832,37.038272857666016,-215.6851348876953,2.869227886199951,1.7298673391342163,7.20461893081665,0.6551626920700073,0.0870051011443138,-1.5656893253326416,0.0699487254023552,0.5509788393974304,37.3758430480957,-214.27870178222656,2.990952730178833,1.611683964729309,7.234990119934082,0.6102972626686096,0.0493979901075363,-0.9045045971870422,-0.41444793343544,0.2151047438383102,37.97366714477539,-211.27854919433597,3.2358715534210205,1.2610936164855957,7.301161289215088,0.5852106213569641,0.0340612530708313,-0.5044587254524231,-0.2312340587377548,-0.0083781145513057,38.21988296508789,-209.85382080078125,3.3490569591522217,1.2170745134353638,7.34513521194458,0.5792229175567627,0.0197631008923053,-0.3045598268508911,-0.3726590871810913,-0.0922300070524215,38.475711822509766,-208.25526428222656,3.476717233657837,1.0171351432800293,7.347214698791504,0.5870512127876282,0.0425256751477718,-0.615084171295166,0.4921817481517792,-0.0282573979347944,38.687294006347656,-206.80665588378903,3.592168092727661,1.027947187423706,7.333141326904297,0.5829593539237976,0.0172246154397726,-0.3149382174015045,0.629507839679718,0.0016003943746909,38.88153076171875,-205.4269256591797,3.701674222946167,1.0113219022750854,7.347261905670166,0.5800650119781494,0.009402647614479,-0.1831129193305969,-0.307736337184906,-0.0157077834010124,39.10300827026367,-203.81146240234372,3.830088376998901,0.9322468638420104,7.371677875518799,0.5901527404785156,0.1105642914772033,-2.7089498043060303,0.6982637047767639,0.0421544723212718,39.2774658203125,-202.36056518554688,3.945109844207764,0.8897054195404053,7.362981796264648,0.5788326263427734,0.0079337749630212,-0.1172888129949569,0.7262324094772339,0.015518644824624,-0.044043555855751,-0.2256800532341003,-0.000116293595056,0.0043831169605255
